catalog_product_attribute.external_sku;catalog_product_attribute.short_description;catalog_product_attribute.description
38980298;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Cube został zaprojektowany w Danii i oferuje wspaniały wygląd dla każdego ogrodu.  </strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Garaż posiada przezroczyste przednie zasłony i jest dostępny w przystępnej cenie dla każdego. Płynnie wtapia się w ogród, oferując bardziej atrakcyjną alternatywę dla plastikowych garaży robotów.</p>
<ul class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"" class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"">
<li><strong class=""font-bold text-gray-900"">Ochronna farba zewnętrzna lub powłoka olejna  </strong></li>
<li><strong class=""font-bold text-gray-900"">RTK-Ready</strong></li>
<li><strong class=""font-bold text-gray-900"">Świetny przepływ powietrza</strong></li>
<li><strong class=""font-bold text-gray-900"">Regulowane nóżki</strong></li>
<li><strong class=""font-bold text-gray-900"">Dach asfaltowy</strong></li>
<li><strong class=""font-bold text-gray-900"">Łatwy dostęp do robota od góry</strong></li>
</ul>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Robot jest chroniony przez cały rok, a garaż ma doskonały przepływ powietrza. Garaż wykonaliśmy w 2 wersjach. Jedna dla małych i średnich robotów, a druga dla dużych robotów.</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Średnia kostka:</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Wymiary garażu: 70,6 cm x 99 cm x 45 cm<br>Wymiary drzwi garażowych: 56 cm x 35 cm</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Duża kostka:</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Wymiary garażu: 78 cm x 110 cm x 50 cm<br>Wymiary drzwi garażowych: 65 cm x 40 cm</p>";"<h2 class=""text-2xl font-bold mb-4 text-gray-900"">Opis</h2>

<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Robot i garaż – przegląd –</strong> <a class=""text-blue-600 hover:underline"" href=""https://pub.am-robots.pl/media/am-robots/AM-Garages-robot-compatibility-2025.xlsx""> <strong class=""font-bold text-gray-900"">Kliknij tutaj</strong></a></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Kolor: Naturalny</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Obróbka: Olej i farba</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900""><a class=""text-blue-600 hover:underline"" href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu lub zobacz wymiary bramy powyżej.</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
38980299;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Cube został zaprojektowany w Danii i oferuje wspaniały wygląd dla każdego ogrodu.  </strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Garaż posiada przezroczyste przednie zasłony i jest dostępny w przystępnej cenie dla każdego. Płynnie wtapia się w ogród, oferując bardziej atrakcyjną alternatywę dla plastikowych garaży robotów.</p>
<ul class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"" class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"">
<li><strong class=""font-bold text-gray-900"">Ochronna farba zewnętrzna lub powłoka olejna  </strong></li>
<li><strong class=""font-bold text-gray-900"">RTK-Ready</strong></li>
<li><strong class=""font-bold text-gray-900"">Świetny przepływ powietrza</strong></li>
<li><strong class=""font-bold text-gray-900"">Regulowane nóżki</strong></li>
<li><strong class=""font-bold text-gray-900"">Dach asfaltowy</strong></li>
<li><strong class=""font-bold text-gray-900"">Łatwy dostęp do robota od góry</strong></li>
</ul>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Robot jest chroniony przez cały rok, a garaż ma doskonały przepływ powietrza. Garaż wykonaliśmy w 2 wersjach. Jedna dla małych i średnich robotów, a druga dla dużych robotów.</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Średnia kostka:</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Wymiary garażu: 70,6 cm x 99 cm x 45 cm<br>Wymiary drzwi garażowych: 56 cm x 35 cm</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Duża kostka:</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Wymiary garażu: 78 cm x 110 cm x 50 cm<br>Wymiary drzwi garażowych: 65 cm x 40 cm</p>";"<h2 class=""text-2xl font-bold mb-4 text-gray-900"">Opis</h2>

<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Robot i garaż – przegląd –</strong> <a class=""text-blue-600 hover:underline"" href=""https://pub.am-robots.pl/media/am-robots/AM-Garages-robot-compatibility-2025.xlsx""> <strong class=""font-bold text-gray-900"">Kliknij tutaj</strong></a></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Kolor: Naturalny</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Obróbka: Olej i farba</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900""><a class=""text-blue-600 hover:underline"" href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu lub zobacz wymiary bramy powyżej.</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w ciągu 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Częstotliwość konserwacji zależy od klimatu.</p>"
38969998;"<p><strong><br>
GARAŻ UNIWERSALNY jest kompatybilny z wszystkimi robotami o powierzchni do 5.000 m2. </strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Garaż uniwersalny jest łatwy w montażu i zawiera kołki do zakotwiczenia garażu do podłoża.</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Zapewnia doskonałą ochronę robota przed promieniami UV, które mogą powodować blaknięcie elementów zewnętrznych i uszkodzenie baterii.</p>

<ul class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"" class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"">
<li><strong class=""font-bold text-gray-900"">Pasuje do 90% robotów </strong></li>
<li><strong class=""font-bold text-gray-900"">Odchyl górną część</strong></li>
<li><strong class=""font-bold text-gray-900"">Montaż trwa kilka minut i przez wiele lat nie wymaga konserwacji</strong></li>
<li><strong class=""font-bold text-gray-900"">Najwyższa jakość wykonania</strong></li>
<li><strong class=""font-bold text-gray-900"">2 lata gwarancji</strong></li>
</ul>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Wymiary: </strong> <strong class=""font-bold text-gray-900"">Szerokość: 70cm </strong> <strong class=""font-bold text-gray-900"">Wysokość: 46cm Długość: 82cm</strong></p>";"<h2 class=""text-2xl font-bold mb-4 text-gray-900"">Opis</h2>

<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Wymiary</strong>: L 82 x W 70 x H 46 cm.</p>"
38874299;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Nasz nowy garaż z dachem jest idealny dla osób chcących zintegrować garaż na kosiarkę robota z domem lub wiatą.</strong></p>
<p>Drewniana wiata jest łatwa w montażu i instalacji. Obie czynności można wykonać w ciągu kilku minut.<br>
Jest to proste rozwiązanie, aby chronić robota przed słońcem i przedłużyć jego żywotność.</p>
<ul class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"" class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"">
<li><strong class=""font-bold text-gray-900"">Pasuje do wszystkich: AL-KO, Kress Robotic, Worx Landroid</strong></li>
<li><strong class=""font-bold text-gray-900"">RTK-Ready</strong></li>
<li><strong class=""font-bold text-gray-900"">Możliwość montażu w ciągu kilku minut</strong></li>
<li><strong class=""font-bold text-gray-900"">Szybko rosnące drewno, asfaltowy dach</strong></li>
<li><strong class=""font-bold text-gray-900"">Szybki montaż </strong></li>
<li><strong class=""font-bold text-gray-900"">Efektywność kosztowa</strong></li>
</ul>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Wymiary</strong>: Szerokość: 65cm, Wysokość: 23cm, Głębokość: 53cm</p>";"<h2 class=""text-2xl font-bold mb-4 text-gray-900"">Opis</h2>

<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Kompatybilność z robotami -</strong> <a class=""text-blue-600 hover:underline"" href=""https://pub.am-robots.pl/media/am-robots/AM-Garages-robot-compatibility-2025.xlsx""> <strong class=""font-bold text-gray-900"">Kliknij tutaj</strong></a></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Obecny rozmiar pasuje tylko do małych robotów!</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900""><a class=""text-blue-600 hover:underline"" href=""/pl/contact-us/"">Skontaktuj się z nami,</a> jeśli masz wątpliwości, które modele pasują do tego garażu lub zobacz wymiary bramy powyżej.</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Sugerujemy pokrycie garażu warstwą farby lub oleju 2-3 razy w okresie 5-7 lat (żywotność robota), aby zachować wysokiej jakości wygląd garażu. Zależy to od klimatu i tego, jak często konieczna jest konserwacja.</p>"
57504114;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Hybrydowa trawa firmy AM ROBOTS poprawi przyczepność kosiarek automatycznych i zapewni idealny wygląd trawnika.</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Każdy ogród jest wyjątkowy, ale istnieją obszary trawników, w których zdecydowanie zalecamy stosowanie trawy hybrydowej:</p>
<ul class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"" class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"">
<li>Pod stacją dokującą i tuż przed nią.</li>
<li>W garażu.</li>
<li>Strome zbocza, aby uniknąć poślizgu robota</li>
<li>Miejsca, w których trawa jest zużyta i nie wygląda zdrowo</li>
</ul>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Trawa hybrydowa AM pozwala naturalnej trawie odrastać i rosnąć przez siatkę. Trawa hybrydowa sprawia, że robot nie utknie w żadnym miejscu na trawniku, dzięki czemu może kosić cały trawnik przez cały sezon.</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Chcesz dowiedzieć się więcej o zaletach trawy hybrydowej?  <a class=""text-blue-600 hover:underline"" href=""/blog/hybrid-grass-as-lawn-protection-no-more-damaged-lawns/""><strong class=""font-bold text-gray-900"">Zobacz wpis na blogu</strong></a></p>";"<h2 class=""text-2xl font-bold mb-4 text-gray-900"">Opis</h2>

<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">AM ROBOTS zaleca stosowanie bio kołków do mocowania trawy hybrydowej do podłoża.  Bio kołki rozłożą się w ciągu 2-3 lat, do tego czasu trawa sama przytwierdzi się do podłoża.</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Wymiary: 80 cm x 80 cm, 1 m x 20 m i 2 m x 2 m</p>"
57504135;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Hybrydowa trawa firmy AM ROBOTS poprawi przyczepność kosiarek automatycznych i zapewni idealny wygląd trawnika.</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Każdy ogród jest wyjątkowy, ale istnieją obszary trawników, w których zdecydowanie zalecamy stosowanie trawy hybrydowej:</p>
<ul class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"" class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"">
<li>Pod stacją dokującą i tuż przed nią.</li>
<li>W garażu.</li>
<li>Strome zbocza, aby uniknąć poślizgu robota</li>
<li>Miejsca, w których trawa jest zużyta i nie wygląda zdrowo</li>
</ul>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Trawa hybrydowa AM pozwala naturalnej trawie odrastać i rosnąć przez siatkę. Trawa hybrydowa sprawia, że robot nie utknie w żadnym miejscu na trawniku, dzięki czemu może kosić cały trawnik przez cały sezon.</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Chcesz dowiedzieć się więcej o zaletach trawy hybrydowej?  <a class=""text-blue-600 hover:underline"" href=""/blog/hybrid-grass-as-lawn-protection-no-more-damaged-lawns/""><strong class=""font-bold text-gray-900"">Zobacz wpis na blogu</strong></a></p>";"<h2 class=""text-2xl font-bold mb-4 text-gray-900"">Opis</h2>

<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">AM ROBOTS zaleca stosowanie bio kołków do mocowania trawy hybrydowej do podłoża.  Bio kołki rozłożą się w ciągu 2-3 lat, do tego czasu trawa sama przytwierdzi się do podłoża.</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Wymiary: 80 cm x 80 cm, 1 m x 20 m i 2 m x 2 m</p>"
90474584;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">AM ROBOTS jest gotowy dostarczyć naszym dealerom najlepsze ostrza do maszyn kablowych.</strong></p>
<p>Nasze ostrza są trwałe i mogą zaoszczędzić instalatorom wiele czasu i pieniędzy, ponieważ dłuższa żywotność prowadzi do mniejszego łamania ostrzy w instalacjach skalistych i na suchym podłożu.<br>
Ostrza są wykonane z hartowanej stali i są traktowane i zabezpieczone przed korozją.</p>";
90879978;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">AM ROBOTS jest gotowy dostarczyć naszym dealerom najlepsze ostrza do maszyn kablowych.</strong></p>
<p>Nasze ostrza są trwałe i mogą zaoszczędzić instalatorom wiele czasu i pieniędzy, ponieważ dłuższa żywotność prowadzi do mniejszego łamania ostrzy w instalacjach skalistych i na suchym podłożu.<br>
Ostrza są wykonane z hartowanej stali i są traktowane i zabezpieczone przed korozją.</p>";
90973596;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Ekonomiczna maszyna kablowa z systemem wierteł, pasująca do wszystkich naszych szpul kablowych.</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Może instalować przewody od wszystkich producentów robotów, z konfigurowalną obsługą szpul drutu i obsługuje do 1000-metrowych rolek od AM ROBOTS.</p>

<ul class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"" class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"">
<li>Czterosuwowy silnik Loncin do kosiarek pchanych. Maksymalna prędkość 3600 obr.</li>
<li>Specyfikacja hałasu: 72 dB/a</li>
<li>Wydajność: do 600 m/h</li>
<li>Głębokość od 1 do 5 cm pod ziemią</li>
<li>Szybka i wygodna instalacja</li>
<li>Uchwyt odchylany o 180 stopni</li>
<li>Obsługuje kable o średnicy do 6 mm</li>
<li>Licznik w zestawie</li>
</ul>";
90979796;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Zasilana benzyną maszyna 600MH Perimeter Wire Machine została zaprojektowana przez profesjonalistów w celu zoptymalizowania pracy instalatorów kosiarek automatycznych.</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Może instalować przewody wszystkich producentów robotów z konfigurowalną obsługą szpul drutu i obsługuje do 1000 metrów rolek dla AM ROBOTS.</p>
<ul class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"" class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"">
<li>Montuje 600 metrów na godzinę</li>
<li>Instaluje się 4-6 cm pod ziemią</li>
<li>Mocny 4-suwowy silnik honda GXH50, 2,1HP</li>
<li>Obsługuje przewody o średnicy do 4mm (do 6mm i do 10mm z dodatkowymi akcesoriami)</li>
<li>Szpule do: 1.000 metrów</li>
<li>Odwracalne ostrze z hartowanej stali, które poradzi sobie z wszystkimi podziemnymi przeszkodami (mocniejsze ostrze z węglików spiekanych dostępne opcjonalnie)</li>
<li>Przenośna maszyna, która zmieści się w każdym bagażniku samochodowym</li>
</ul>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Rewolucyjna konstrukcja 600MH zapewnia wysoką wydajność, mobilność i tym samym rentowność.</p>
<p><strong>Broszura:<br>
</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><a class=""text-blue-600 hover:underline"" href=""https://pub.am-robots.pl/media/am-robots/PW_600MH_2020_FLYER_EN_EUR_R00-compressed.pdf"">Pobierz broszurę w języku angielskim</a></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><a class=""text-blue-600 hover:underline"" href=""https://pub.am-robots.pl/media/am-robots/PW_600MH_2020_FLYER_FR_EUR_R00-compressed.pdf"">Pobierz broszurę w języku francuskim</a></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><a class=""text-blue-600 hover:underline"" href=""https://pub.am-robots.pl/media/am-robots/PW_600MH_2020_FLYER_DE_EUR_R00_compressed.pdf"">Pobierz broszurę w Geman</a></p>";"<h2 class=""text-2xl font-bold mb-4 text-gray-900"">Opis</h2>

<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Silnik</strong>: Honda GXH 50, 4-suwowy, 2,1 HP</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Zasięg</strong>: Układanie do 600 m na godzinę</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Wspornik</strong> szpul z drutem: Pozwala na użycie większości szpul z drutem (do 800 m), wiele możliwych konfiguracji, opcjonalnie wsparcie dla kół ponadwymiarowych</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Waga</strong> (w stanie suchym): 38 kg</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Wymiary całkowite</strong>: 56 cm x 46 cm x 125 cm</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Rama</strong>: Stal malowana proszkowo</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Wielopozycyjny uchwyt antywibracyjny</strong>:  Poziom drgań zredukowany o ponad 50%, zwiększony komfort pracy operatora, ergonomiczny Obrót o 30° w prawo, pochylenie o 180° do przodu i do tyłu, ułatwienie pracy w ciasnych przestrzeniach</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Przeniesienie napędu</strong>: Samojezdny</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">W zestawie</strong>:</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">1x wytrzymałe ostrze z węglików spiekanych w zestawie</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">1x prowadnica do kabli do 4mm w zestawie</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Gwarancja</strong>: Zastosowanie komercyjne: 1 rok Silnik: Honda Gwarancja międzynarodowa</p>"
89879499;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Koło miernicze służy do mierzenia ogrodu, jeśli chcesz podać klientowi dokładną wycenę zadania.</strong></p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Koło miernicze ma bardzo poręczną i składaną konstrukcję.</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Jest również wyposażony w boczną podstawę, dzięki czemu można go łatwo umieścić w dowolnym miejscu, bez ryzyka, że koło licznika spadnie.</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Jest to obowiązkowa pozycja dla wszystkich profesjonalnych instalatorów.</p>";
90978896;"<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Zasilana akumulatorem maszyna do układania przewodów obwodowych 600MH-LI została zaprojektowana przez profesjonalistów w celu optymalizacji pracy instalatorów kosiarek automatycznych.<br></strong><br> Może instalować przewody od wszystkich producentów robotów dzięki konfigurowalnej obsłudze szpuli z przewodem i obsługuje rolki o długości do 1000 metrów dla AM-ROBOTS.com</p>
<ul class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"" class=""list-disc pl-5 mb-4 space-y-2 text-gray-700"">
<li>Montuje 600 metrów na godzinę</li>
<li>Instaluje się 4-6 cm pod ziemią</li>
<li>Układanie do nachylenia 70% (konieczne dla niektórych kosiarek)</li>
<li>Silnik bezszczotkowy 1.0kW do akumulatorów Lothium-Ion 80/82V</li>
<li>Obsługuje przewody o średnicy do 4mm (do 6mm i do 10mm z dodatkowymi akcesoriami)</li>
<li>Szpule do: 1000 metrów kabla</li>
<li>Odwracalne ostrze z hartowanej stali, które poradzi sobie z wszystkimi podziemnymi przeszkodami (mocniejsze ostrze z węglików spiekanych dostępne opcjonalnie)</li>
<li>Przenośna maszyna, która zmieści się w każdym bagażniku samochodowym</li>
<li>Brak emisji</li>
</ul>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed""><strong class=""font-bold text-gray-900"">Ważne: Baterie sprzedawane oddzielnie</strong></p>";"<h2 class=""text-2xl font-bold mb-4 text-gray-900"">Opis</h2>

<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">bghyghb bSilnik: bezszczotkowy silnik elektryczny o mocy 1,0 kW do akumulatorów litowo-jonowych 80/82 V</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Zasięg: Układanie do 600m kabla na godzinę.</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Wspornik szpul z drutem: Pozwala na użycie większości szpul z linką (do 800m), wiele możliwych konfiguracji, opcjonalnie wsparcie dla kół ponadwymiarowych</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Waga (w stanie suchym): 38 kg</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Wymiary całkowite: 56cm x 46cm x 125 cm</p>
<p class=""mb-4 text-gray-700 leading-relaxed mb-4 text-gray-700 leading-relaxed"">Rama: Stal malowana proszkowo</p>"
